Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
273,Kyle Kuzma\kuzmaky01,SF,25,LAL,53,23,28.2,4.9,11.5,.430,2.0,5.8,.346,2.9,5.6,.517,.518,1.0,1.4,.671,1.8,4.8,6.6,1.6,0.5,0.6,1.8,1.7,12.8
274,Anthony Lamb\lamban01,SF,23,HOU,11,0,11.5,0.6,3.3,.194,0.3,1.8,.150,0.4,1.5,.250,.236,0.5,0.5,.833,1.2,1.5,2.6,0.3,0.1,0.1,0.3,1.3,2.0
275,Jeremy Lamb\lambje01,SG,28,IND,35,8,21.4,3.3,7.6,.438,1.5,3.6,.413,1.9,4.0,.461,.536,2.0,2.1,.946,0.7,2.9,3.6,1.4,1.0,0.6,0.6,2.0,10.2
276,Romeo Langford\langfro01,SG,21,BOS,7,1,13.9,1.0,3.0,.333,0.4,1.0,.429,0.6,2.0,.286,.405,0.4,0.4,1.000,1.0,1.4,2.4,0.6,0.3,0.1,0.4,0.9,2.9
277,Zach LaVine\lavinza01,SG,25,CHI,53,53,35.2,9.8,19.4,.506,3.4,8.2,.416,6.4,11.2,.572,.594,4.4,5.2,.848,0.6,4.5,5.1,5.1,0.8,0.5,3.6,2.3,27.5
278,Jake Layman\laymaja01,SF,26,MIN,41,11,14.6,2.1,4.2,.494,0.5,1.8,.288,1.6,2.5,.644,.555,0.6,0.9,.703,0.3,1.2,1.6,0.7,0.7,0.4,0.6,1.0,5.3
279,Jalen Lecque\lecquja01,PG,20,IND,4,0,3.0,0.3,2.3,.111,0.0,0.3,.000,0.3,2.0,.125,.111,0.8,0.8,1.000,0.5,0.8,1.3,0.5,0.0,0.0,0.0,0.0,1.3
280,Damion Lee\leeda03,SG,28,GSW,55,1,18.8,2.2,4.9,.457,1.4,3.5,.391,0.9,1.4,.627,.597,0.7,0.8,.909,0.4,2.7,3.1,1.3,0.7,0.1,0.5,1.6,6.5
281,Saben Lee\leesa01,PG,21,DET,33,7,15.5,2.0,4.2,.468,0.2,0.5,.438,1.8,3.7,.472,.493,1.5,2.2,.667,0.5,1.5,1.9,3.3,0.7,0.3,1.0,1.5,5.6
282,Alex Len\lenal01,C,27,TOT,47,25,15.6,2.7,4.4,.615,0.1,0.5,.304,2.5,3.9,.654,.632,1.1,1.9,.596,1.0,2.9,3.9,0.9,0.3,1.1,0.9,2.0,6.6
282,Alex Len\lenal01,C,27,TOR,7,2,10.9,0.7,1.4,.500,0.4,0.9,.500,0.3,0.6,.500,.650,0.4,0.9,.500,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3
282,Alex Len\lenal01,C,27,WAS,40,23,16.5,3.0,4.9,.621,0.1,0.4,.235,2.9,4.5,.657,.631,1.3,2.1,.602,1.2,3.1,4.4,0.9,0.3,1.1,0.9,2.1,7.4
283,Kawhi Leonard\leonaka01,SF,29,LAC,45,45,34.6,9.4,18.3,.515,2.0,5.0,.395,7.5,13.4,.560,.568,5.1,5.8,.878,1.2,5.4,6.6,5.0,1.7,0.4,2.0,1.7,26.0
284,Meyers Leonard\leoname01,C,28,MIA,3,2,9.7,1.0,2.3,.429,1.0,2.3,.429,0.0,0.0,,.643,0.3,0.7,.500,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3
285,Caris LeVert\leverca01,SG,26,TOT,31,23,30.9,7.1,16.3,.433,1.8,5.6,.316,5.3,10.7,.494,.487,2.6,3.2,.808,0.8,3.8,4.6,4.9,1.4,0.5,2.0,2.0,18.5
285,Caris LeVert\leverca01,SG,26,BRK,12,4,27.8,7.3,16.7,.435,1.8,5.3,.349,5.4,11.4,.474,.490,2.2,2.8,.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5
285,Caris LeVert\leverca01,SG,26,IND,19,19,32.8,6.9,16.1,.431,1.7,5.8,.297,5.2,10.3,.508,.485,2.8,3.4,.831,0.7,4.0,4.7,4.2,1.6,0.5,1.9,2.2,18.5
286,Kira Lewis Jr.\lewiski01,PG,19,NOP,38,0,16.1,2.6,6.3,.408,0.7,2.2,.341,1.8,4.1,.442,.466,0.6,0.8,.774,0.2,1.0,1.2,2.3,0.8,0.2,0.6,1.6,6.5
287,Damian Lillard\lillada01,PG,30,POR,52,52,35.9,8.8,20.1,.440,4.1,10.8,.379,4.8,9.3,.510,.541,6.9,7.5,.925,0.5,3.7,4.2,7.7,0.9,0.3,3.2,1.6,28.7
288,Nassir Little\littlna01,PF,20,POR,36,2,14.0,1.8,3.7,.481,0.7,1.9,.377,1.1,1.8,.594,.579,0.9,1.1,.868,0.7,2.0,2.6,0.5,0.1,0.3,0.4,1.2,5.2
289,Kevon Looney\looneke01,C,24,GSW,45,18,16.4,1.6,2.9,.557,0.1,0.3,.286,1.5,2.6,.590,.573,0.5,0.7,.700,1.7,2.6,4.3,1.9,0.4,0.4,0.6,2.0,3.8
290,Brook Lopez\lopezbr01,C,32,MIL,54,54,27.2,4.3,8.8,.487,1.5,4.3,.345,2.8,4.5,.623,.571,1.6,1.9,.850,1.5,3.6,5.1,0.7,0.6,1.4,0.9,2.1,11.6
291,Robin Lopez\lopezro01,C,32,WAS,55,9,20.0,3.6,5.7,.629,0.1,0.3,.278,3.5,5.4,.650,.637,1.4,2.0,.700,2.1,1.9,4.0,0.8,0.3,0.6,1.1,1.7,8.7
292,Kevin Love\loveke01,PF,32,CLE,12,12,20.9,3.5,9.1,.385,2.1,5.9,.352,1.4,3.2,.447,.500,1.9,2.4,.793,0.8,5.1,5.9,2.2,0.6,0.2,1.3,1.2,11.0
293,Kyle Lowry\lowryky01,PG,34,TOR,40,40,34.6,5.6,12.9,.437,2.7,6.9,.391,2.9,6.0,.490,.542,3.1,3.6,.880,0.8,4.7,5.5,7.3,1.1,0.3,2.9,3.2,17.1
294,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,49,7,19.2,2.3,6.5,.360,1.4,4.4,.312,1.0,2.1,.461,.465,0.6,0.8,.789,0.5,1.9,2.4,1.2,0.6,0.1,0.8,1.8,6.6
295,Trey Lyles\lylestr01,PF,25,SAS,23,9,15.6,1.9,3.9,.478,0.6,1.7,.350,1.3,2.2,.580,.556,0.7,1.0,.652,0.4,3.3,3.7,0.6,0.3,0.0,0.3,0.6,5.0
296,Will Magnay\magnawi01,C,22,NOP,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
297,Thon Maker\makerth01,C,23,CLE,8,0,9.5,1.3,2.3,.556,0.0,0.3,.000,1.3,2.0,.625,.556,1.3,1.4,.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8
298,Théo Maledon\maledth01,PG,19,OKC,50,34,27.4,3.4,9.1,.370,1.6,4.8,.340,1.8,4.4,.402,.458,1.3,1.8,.719,0.4,3.0,3.4,3.4,0.9,0.1,2.1,2.2,9.7
299,Karim Mané\maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,.231,0.1,0.2,.500,0.2,1.1,.182,.269,0.4,0.5,.800,0.1,1.3,1.4,0.4,0.0,0.2,0.3,1.0,1.1
300,Terance Mann\mannte01,SG,24,LAC,55,5,18.4,2.5,5.0,.495,0.5,1.2,.418,1.9,3.7,.519,.546,1.0,1.2,.779,0.9,2.9,3.7,1.6,0.5,0.2,0.6,1.9,6.4
301,Nico Mannion\mannini01,PG,19,GSW,22,1,13.3,1.5,4.3,.337,0.8,2.3,.360,0.6,2.0,.311,.432,0.9,1.1,.800,0.1,1.4,1.5,2.4,0.6,0.0,1.1,1.1,4.6
302,Boban Marjanović\marjabo01,C,32,DAL,24,3,9.0,2.0,4.3,.480,0.0,0.3,.000,2.0,4.0,.510,.480,0.8,1.1,.769,1.6,2.8,4.4,0.3,0.0,0.2,0.4,1.0,4.9
303,Lauri Markkanen\markkla01,PF,23,CHI,35,25,27.4,5.3,11.1,.478,2.3,6.0,.384,3.0,5.0,.591,.583,1.8,2.1,.840,0.7,4.7,5.5,1.0,0.4,0.3,1.1,1.5,14.7
304,Naji Marshall\marshna01,SF,23,NOP,16,4,16.9,1.5,4.0,.375,0.6,1.7,.333,0.9,2.3,.405,.445,1.8,2.4,.737,0.2,3.2,3.4,2.2,0.6,0.4,0.6,1.6,5.3
305,Caleb Martin\martica02,SF,25,CHO,41,2,14.8,1.8,4.9,.373,0.6,2.3,.266,1.2,2.6,.467,.435,0.7,1.1,.614,0.7,2.1,2.8,1.2,0.7,0.2,0.7,1.1,4.9
306,Cody Martin\martico01,SF,25,CHO,43,3,14.6,1.5,3.4,.442,0.3,1.1,.255,1.2,2.3,.530,.483,0.5,0.8,.571,0.8,1.7,2.6,1.4,0.6,0.2,0.7,0.9,3.8
307,Kelan Martin\martike03,SF,25,IND,19,0,5.2,0.7,1.8,.382,0.3,0.8,.313,0.4,0.9,.444,.456,0.2,0.2,1.000,0.2,0.8,1.1,0.2,0.3,0.1,0.3,0.5,1.8
308,Kenyon Martin Jr.\martike04,SF,20,HOU,29,0,19.2,2.6,5.0,.521,0.4,1.1,.364,2.2,3.8,.568,.563,1.1,1.5,.750,1.8,3.0,4.8,0.7,0.5,0.9,0.7,1.8,6.7
309,Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6.0,.375,0.5,1.3,.400,1.8,4.8,.368,.417,1.3,1.8,.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3
310,Garrison Mathews\mathega01,SG,24,WAS,49,22,18.0,1.7,4.0,.424,1.3,3.3,.405,0.4,0.7,.514,.591,1.3,1.5,.892,0.3,1.2,1.5,0.5,0.5,0.1,0.2,1.8,6.1
311,Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6.0,.396,1.0,3.3,.308,1.4,2.8,.500,.479,0.3,0.8,.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0
312,Wesley Matthews\matthwe02,SG,34,LAL,47,7,20.0,1.5,4.4,.340,1.1,3.5,.331,0.3,0.9,.372,.471,0.6,0.7,.857,0.3,1.3,1.6,1.0,0.7,0.3,0.4,1.5,4.8
313,Tyrese Maxey\maxeyty01,SG,20,PHI,47,6,14.1,2.9,6.5,.449,0.4,1.5,.282,2.5,5.0,.500,.482,0.7,0.8,.868,0.2,1.3,1.5,1.6,0.3,0.1,0.6,1.1,7.0
314,Skylar Mays\mayssk01,SG,23,ATL,26,0,7.6,1.1,2.7,.400,0.4,1.1,.345,0.7,1.6,.439,.471,0.7,0.8,.857,0.3,0.6,1.0,0.8,0.4,0.0,0.3,0.5,3.2
315,Patrick McCaw\mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.6,0.6,1.000,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.2,1.0
316,CJ McCollum\mccolcj01,SG,29,POR,30,30,33.3,8.6,19.3,.447,3.9,9.7,.400,4.8,9.6,.495,.547,2.3,2.7,.840,0.6,3.2,3.8,4.7,1.0,0.5,1.3,1.8,23.4
317,T.J. McConnell\mccontj01,PG,28,IND,52,2,25.5,3.7,6.6,.566,0.2,0.6,.323,3.5,6.0,.590,.581,0.4,0.7,.618,0.8,2.9,3.7,6.5,1.8,0.3,1.9,1.6,8.0
318,Jaden McDaniels\mcdanja02,PF,20,MIN,50,16,22.7,2.5,5.8,.435,1.1,3.1,.368,1.4,2.7,.511,.533,0.5,0.8,.590,0.8,2.8,3.6,1.1,0.5,1.0,0.7,2.6,6.7
319,Jalen McDaniels\mcdanja01,SF,23,CHO,30,7,15.1,2.4,5.0,.473,0.7,1.9,.351,1.7,3.1,.548,.540,0.8,1.1,.727,0.5,2.0,2.5,0.8,0.5,0.3,0.9,1.9,6.2
320,Doug McDermott\mcderdo01,PF,29,IND,51,19,24.4,5.1,9.8,.520,1.7,4.4,.381,3.5,5.5,.631,.605,1.2,1.4,.845,1.0,2.6,3.6,1.3,0.3,0.1,0.9,1.7,13.1
321,Sean McDermott\mcderse01,SF,24,MEM,16,0,9.6,0.8,2.1,.394,0.3,1.4,.227,0.5,0.7,.727,.470,0.5,0.5,1.000,0.4,0.8,1.2,0.3,0.1,0.2,0.3,0.5,2.4
322,JaVale McGee\mcgeeja01,C,33,TOT,37,1,14.7,3.2,6.2,.522,0.1,0.5,.250,3.1,5.6,.548,.533,1.0,1.6,.644,1.6,3.5,5.1,0.9,0.5,1.1,1.4,2.5,7.6
322,JaVale McGee\mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,.521,0.2,0.6,.250,3.2,5.9,.549,.533,1.1,1.7,.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
322,JaVale McGee\mcgeeja01,C,33,DEN,4,0,10.0,1.8,3.3,.538,0.0,0.0,,1.8,3.3,.538,.538,0.5,1.0,.500,1.5,3.5,5.0,0.3,0.5,0.5,1.5,2.8,4.0
323,Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,.529,0.7,1.5,.458,1.6,2.9,.565,.607,0.4,0.5,.750,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7
324,Alfonzo McKinnie\mckinal01,SF,28,LAL,33,0,6.5,1.2,2.2,.528,0.4,1.0,.438,0.7,1.2,.600,.625,0.3,0.5,.529,0.5,0.9,1.3,0.2,0.2,0.0,0.1,0.6,3.0
325,Jordan McLaughlin\mclaujo01,PG,24,MIN,37,2,20.0,2.0,5.3,.383,0.6,1.8,.328,1.4,3.5,.411,.439,0.5,0.6,.750,0.5,1.7,2.2,4.2,1.1,0.2,1.1,0.9,5.1
326,Ben McLemore\mclembe01,SG,27,TOT,37,4,17.1,2.6,7.2,.370,1.8,5.3,.333,0.9,1.9,.471,.492,0.8,1.1,.750,0.4,1.7,2.1,0.9,0.6,0.1,0.9,1.7,7.9
326,Ben McLemore\mclembe01,SG,27,HOU,32,4,16.8,2.5,7.0,.357,1.7,5.2,.331,0.8,1.8,.431,.480,0.7,1.0,.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4
326,Ben McLemore\mclembe01,SG,27,LAL,5,0,18.8,3.6,8.2,.439,2.0,5.8,.345,1.6,2.4,.667,.561,1.4,1.6,.875,0.6,1.4,2.0,0.8,0.2,0.0,0.8,2.6,10.6
327,Nicolò Melli\mellini01,PF,30,TOT,31,4,12.7,0.9,2.9,.297,0.4,1.8,.232,0.5,1.1,.400,.368,0.3,0.3,.900,0.6,2.1,2.7,1.0,0.4,0.1,0.3,1.5,2.5
327,Nicolò Melli\mellini01,PF,30,NOP,22,0,11.0,0.7,2.7,.254,0.3,1.7,.189,0.4,1.0,.364,.314,0.3,0.3,.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0
327,Nicolò Melli\mellini01,PF,30,DAL,9,4,16.9,1.3,3.6,.375,0.7,2.1,.316,0.7,1.4,.462,.469,0.3,0.3,1.000,0.7,2.2,2.9,0.8,0.2,0.1,0.2,2.1,3.7
328,De'Anthony Melton\meltode01,PG,22,MEM,35,1,19.9,3.7,7.8,.480,1.8,4.0,.453,1.9,3.8,.507,.595,0.8,1.0,.771,0.7,2.5,3.2,2.7,1.2,0.5,1.2,1.7,10.1
329,Sam Merrill\merrisa01,SG,24,MIL,24,1,8.0,1.1,2.5,.458,0.8,1.6,.462,0.4,0.8,.450,.610,0.2,0.2,1.000,0.3,0.9,1.1,0.8,0.2,0.0,0.4,0.6,3.2
330,Chimezie Metu\metuch01,C,23,SAC,23,0,8.9,1.7,3.1,.563,0.1,0.3,.375,1.6,2.7,.587,.585,0.6,0.9,.650,0.9,1.6,2.5,0.7,0.2,0.5,0.6,1.4,4.2
331,Khris Middleton\middlkh01,SF,29,MIL,53,53,33.3,7.5,15.6,.481,2.2,5.1,.431,5.3,10.5,.504,.551,3.0,3.4,.890,0.8,5.3,6.1,5.5,1.1,0.2,2.8,2.4,20.2
332,Darius Miller\milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,.458,0.9,2.3,.405,0.3,0.3,.833,.635,0.7,0.7,1.000,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1
333,Patty Mills\millspa02,PG,32,SAS,53,0,25.6,4.1,9.7,.428,2.6,6.7,.388,1.5,3.0,.516,.562,1.1,1.2,.908,0.3,1.4,1.8,2.5,0.7,0.0,1.0,1.3,12.0
334,Paul Millsap\millspa01,PF,35,DEN,44,34,21.8,3.4,6.9,.487,1.0,2.6,.372,2.4,4.3,.555,.556,1.3,1.8,.714,1.4,3.4,4.8,1.6,0.8,0.7,0.9,2.1,8.9
335,Shake Milton\miltosh01,SG,24,PHI,48,2,24.0,5.0,10.9,.456,1.1,3.3,.338,3.9,7.6,.507,.507,2.5,3.0,.852,0.6,1.7,2.3,3.0,0.6,0.3,1.7,2.2,13.6
336,Donovan Mitchell\mitchdo01,PG,24,UTA,53,53,33.4,9.0,20.6,.438,3.4,8.7,.386,5.7,11.9,.476,.520,5.0,6.0,.845,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2,26.4
337,Adam Mokoka\mokokad01,SG,22,CHI,9,0,5.2,0.7,1.7,.400,0.1,0.9,.125,0.6,0.8,.714,.433,0.0,0.0,,0.1,0.3,0.4,0.4,0.2,0.1,0.2,0.6,1.4
338,Malik Monk\monkma01,SG,22,CHO,32,0,21.7,4.6,10.1,.460,2.2,5.2,.424,2.4,4.9,.497,.568,1.7,2.0,.815,0.4,2.3,2.7,1.9,0.5,0.1,1.5,1.2,13.1
339,E'Twaun Moore\mooreet01,SG,31,PHO,24,1,14.5,1.8,4.3,.422,0.3,1.2,.276,1.5,3.0,.479,.461,0.3,0.4,.800,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3
340,Ja Morant\moranja01,PG,21,MEM,46,46,31.9,6.7,15.1,.447,0.9,3.5,.270,5.8,11.6,.500,.478,4.4,5.9,.739,0.9,2.6,3.5,7.3,0.8,0.2,3.1,1.4,18.8
341,Juwan Morgan\morgaju01,PF,23,UTA,20,0,4.4,0.4,0.9,.412,0.2,0.6,.273,0.2,0.3,.667,.500,0.2,0.4,.429,0.3,0.5,0.8,0.2,0.2,0.0,0.1,0.7,1.0
342,Marcus Morris\morrima03,PF,31,LAC,45,17,26.1,4.8,10.1,.469,2.5,5.2,.474,2.3,4.9,.464,.591,1.2,1.4,.813,0.6,3.4,4.0,1.1,0.6,0.2,0.9,2.1,13.1
343,Markieff Morris\morrima02,PF,31,LAL,48,24,20.2,2.8,6.2,.445,1.3,3.5,.355,1.5,2.7,.562,.545,0.6,0.9,.732,0.8,3.8,4.6,1.1,0.3,0.3,0.9,1.9,7.4
344,Monte Morris\morrimo01,PG,25,DEN,44,13,26.2,4.0,8.3,.477,1.1,3.0,.377,2.8,5.3,.532,.544,1.3,1.6,.789,0.3,1.9,2.2,3.2,0.7,0.3,0.7,1.0,10.3
345,Mychal Mulder\muldemy01,PG,26,GSW,45,2,10.0,1.2,3.0,.409,1.0,2.6,.368,0.3,0.4,.650,.566,0.2,0.4,.579,0.0,0.8,0.8,0.4,0.2,0.2,0.2,0.7,3.7
346,Dejounte Murray\murrade01,PG,24,SAS,52,52,31.7,6.6,14.5,.452,1.0,3.1,.325,5.6,11.4,.487,.487,1.6,2.0,.808,0.7,6.2,6.9,5.3,1.6,0.1,1.7,2.1,15.7
347,Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,.477,2.7,6.6,.408,5.2,9.9,.523,.559,2.8,3.2,.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2
348,Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,.446,1.9,5.3,.370,1.5,2.4,.614,.573,0.9,1.0,.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7
349,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,52,13,19.4,2.8,6.9,.406,1.6,4.6,.336,1.3,2.3,.546,.518,0.7,0.9,.756,0.4,2.0,2.4,1.6,0.8,0.2,1.2,0.8,7.8
349,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,.377,1.6,4.8,.333,0.8,1.4,.519,.504,0.7,0.8,.800,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9
349,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,16,8,23.5,3.9,8.6,.453,1.5,4.4,.343,2.4,4.2,.567,.540,0.6,0.9,.667,0.6,2.6,3.1,1.6,0.9,0.2,1.5,0.7,9.9
350,Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,.491,0.8,1.8,.419,1.6,3.0,.534,.569,1.2,1.5,.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7
351,Larry Nance Jr.\nancela02,PF,28,CLE,31,27,32.0,3.8,7.9,.476,1.2,3.2,.370,2.6,4.7,.548,.551,0.9,1.5,.644,1.6,5.2,6.8,3.0,1.9,0.5,1.5,2.1,9.7
352,Aaron Nesmith\nesmiaa01,SF,21,BOS,31,0,13.0,1.1,3.1,.368,0.7,2.2,.324,0.4,0.9,.481,.484,0.4,0.5,.688,0.5,1.6,2.1,0.3,0.3,0.2,0.5,1.4,3.3
353,Raul Neto\netora01,PG,28,WAS,49,8,20.1,3.1,6.9,.452,0.9,2.5,.366,2.2,4.3,.502,.519,0.9,1.1,.833,0.4,1.8,2.2,2.1,1.1,0.1,0.8,1.6,8.0
354,Georges Niang\niangge01,PF,27,UTA,56,1,14.3,2.1,4.8,.433,1.5,3.6,.411,0.6,1.2,.500,.587,0.1,0.1,1.000,0.3,2.0,2.3,0.7,0.3,0.1,0.6,1.6,5.8
355,Zeke Nnaji\nnajize01,PF,20,DEN,36,1,9.8,1.2,2.5,.489,0.6,1.4,.392,0.7,1.1,.615,.600,0.3,0.4,.800,0.4,1.2,1.6,0.2,0.2,0.1,0.2,0.7,3.3
356,Nerlens Noel\noelne01,C,26,NYK,50,27,23.3,2.1,3.5,.602,0.0,0.0,.000,2.1,3.5,.609,.602,0.7,1.1,.685,2.3,4.0,6.3,0.7,1.0,2.1,1.2,2.7,5.0
357,Jaylen Nowell\nowelja01,SG,21,MIN,38,0,18.8,3.6,8.4,.428,1.2,3.7,.338,2.3,4.7,.497,.502,1.1,1.3,.824,0.5,1.9,2.3,1.6,0.6,0.3,0.7,1.8,9.5
358,Frank Ntilikina\ntilila01,PG,22,NYK,22,4,11.7,1.1,3.0,.369,0.8,1.7,.474,0.3,1.2,.222,.508,0.4,0.7,.500,0.2,0.9,1.1,0.6,0.7,0.0,0.5,1.6,3.4
359,Kendrick Nunn\nunnke01,PG,25,MIA,42,30,28.4,5.2,11.2,.461,2.0,5.4,.361,3.2,5.8,.553,.548,1.0,1.1,.913,0.4,2.7,3.1,2.7,1.0,0.3,1.5,1.9,13.3
360,James Nunnally\nunnaja01,SF,30,NOP,1,0,9.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Jusuf Nurkić\nurkiju01,C,26,POR,21,21,22.4,3.7,7.6,.488,0.3,1.0,.333,3.4,6.6,.511,.509,1.4,2.5,.577,1.9,5.6,7.5,3.2,1.0,0.9,2.1,3.0,9.2
362,David Nwaba\nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,.486,0.6,2.1,.270,3.0,5.2,.574,.525,1.6,2.3,.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2
363,Jordan Nwora\nworajo01,SF,22,MIL,22,2,9.8,2.0,4.6,.431,1.0,2.2,.438,1.0,2.5,.426,.534,0.7,0.9,.789,0.2,1.7,1.9,0.3,0.6,0.2,0.8,0.7,5.6
364,Royce O'Neale\onealro01,SF,27,UTA,55,55,31.9,2.3,5.4,.431,1.5,3.9,.376,0.9,1.5,.571,.566,0.7,0.8,.857,1.2,5.7,6.9,2.5,0.8,0.5,1.1,2.8,6.8
365,Semi Ojeleye\ojelese01,PF,26,BOS,46,9,17.7,1.6,4.0,.400,1.1,2.9,.388,0.5,1.1,.431,.541,0.5,0.7,.750,0.6,2.1,2.7,0.7,0.2,0.0,0.4,1.1,4.9
366,Jahlil Okafor\okafoja01,C,25,DET,16,0,10.4,2.0,3.4,.593,0.1,0.4,.333,1.9,3.0,.625,.611,0.4,0.5,.875,0.8,1.3,2.1,0.6,0.2,0.2,0.4,1.1,4.6
367,Chuma Okeke\okekech01,PF,22,ORL,39,13,24.4,2.7,6.4,.426,1.0,2.8,.355,1.7,3.6,.482,.504,0.7,0.9,.743,0.9,3.1,4.0,2.2,0.8,0.5,0.8,1.1,7.1
368,Josh Okogie\okogijo01,SG,22,MIN,44,28,20.8,1.7,4.4,.387,0.5,1.9,.280,1.2,2.5,.464,.446,1.5,1.8,.821,0.9,1.7,2.5,1.1,1.0,0.5,0.8,2.2,5.4
369,Onyeka Okongwu\okongon01,C,20,ATL,34,2,10.8,1.7,2.6,.633,0.0,0.0,.000,1.7,2.6,.640,.633,0.7,1.2,.585,1.0,2.0,3.0,0.2,0.4,0.6,0.4,1.9,4.1
370,Isaac Okoro\okorois01,SG,20,CLE,50,50,31.9,3.0,7.2,.425,0.9,2.8,.307,2.2,4.4,.500,.485,1.3,1.8,.714,0.9,1.9,2.8,1.8,1.1,0.4,1.4,2.7,8.2
371,KZ Okpala\okpalkz01,PF,21,MIA,27,9,12.3,1.0,2.4,.409,0.4,1.4,.297,0.6,1.1,.552,.492,0.1,0.2,.333,0.6,1.3,1.9,0.4,0.2,0.3,0.4,1.7,2.5
372,Victor Oladipo\oladivi01,SG,28,TOT,33,33,32.7,7.1,17.5,.408,2.4,7.2,.326,4.8,10.2,.466,.476,3.2,4.2,.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8
372,Victor Oladipo\oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,.421,2.8,7.7,.362,4.3,9.2,.470,.503,3.0,4.1,.730,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0
372,Victor Oladipo\oladivi01,SG,28,HOU,20,20,33.5,7.8,19.1,.407,2.5,7.7,.320,5.3,11.4,.465,.471,3.3,4.2,.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2
372,Victor Oladipo\oladivi01,SG,28,MIA,4,4,27.8,4.0,10.8,.372,1.0,4.3,.235,3.0,6.5,.462,.419,3.0,4.5,.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0
373,Kelly Olynyk\olynyke01,C-PF,29,TOT,55,47,27.6,4.4,9.3,.477,1.9,5.5,.337,2.6,3.8,.679,.576,1.1,1.3,.808,1.1,5.3,6.5,2.2,0.9,0.6,1.4,2.9,11.8
373,Kelly Olynyk\olynyke01,C,29,MIA,43,38,26.9,3.8,8.7,.431,1.8,5.7,.317,2.0,3.1,.639,.533,0.7,0.9,.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0
373,Kelly Olynyk\olynyke01,PF,29,HOU,12,9,30.2,6.8,11.3,.603,2.1,5.0,.417,4.8,6.3,.750,.695,2.3,2.8,.848,1.5,6.4,7.9,2.7,1.0,0.8,1.8,2.8,18.1
374,Miye Oni\onimi01,SG,23,UTA,40,0,8.9,0.7,2.0,.354,0.6,1.8,.343,0.1,0.2,.444,.506,0.1,0.2,.833,0.5,1.2,1.7,0.4,0.2,0.2,0.3,1.1,2.1
